Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,CORSIA Eligible,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR1354,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Las Puentes y Anexos,Las Puentes y Anexos - ASRTulancingo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Cuautepec de Hinojosa; Las Puentes,HIDALGO,MX,,,,6424,06/24/2019,02/25/2021,View,View,
CAR1408,CAFR6408,,Sierra Pacific Industries,Sierra Pacific Industries,Lassen,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,No,Shasta County,CALIFORNIA,US,,,Project combined with CAR1402 and CAR1407,729860,08/17/2020,06/07/2022,View,View,
CAR1274,CALS5374,,"3Degrees Group, Inc","3Degrees Group, Inc",Lawnhurst Farms Methane Reduction Project,"3Degrees Group, Inc",None,,Livestock - ARB Compliance,Completed,Terminated,No,Ontario County,NEW YORK,US,,,,33378,09/20/2017,02/27/2020,View,View,
CAR1050,NA,,City of Lawton,City of Lawton,Lawton GCCS,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,"City of Lawton, Comanche County",OKLAHOMA,US,,,,379823,02/04/2014,09/25/2015,View,View,
CAR445,NA,,Lancaster County Solid Waste Management Authority,Lancaster County Solid Waste Management Authority,LCSWMA Landfill Gas-to-Energy Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Conestoga,PENNSYLVANIA,US,,,,415917,05/04/2009,01/15/2010,View,View,www.lcswma.org
CAR1096,NA,,ClimeCo LLC,ClimeCo LLC,Lenz Composting,,,,Organic Waste Composting,Registered,Not ARB Eligible,No,5210 SR 532 Stanwood WA 98292 (Snohomish County),WASHINGTON,US,,6. Clean Water and Sanitation;11. Sustainable Cities and Communities;12. Responsible Consumption and Production;13. Climate Action,,123545,10/10/2014,12/30/2015,View,View,
CAR1259,NA,CARC1394,Climate Trust Capital Fund I LP,The Nature Conservancy,Lightning Creek Ranch,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,Wallowa County,OREGON,US,,,,26354,05/10/2017,12/17/2019,View,View,
CAR1077,CALS5075,,"CSE Operating II, LLC","CSE Operating II, LLC",Linde,"CSE Operating II, LLC",None,,Livestock - ARB Compliance,Completed,Terminated,No,"White, S. Dakota",SOUTH DAKOTA,US,,,,2975,07/08/2014,04/06/2015,View,View,
CAR634,NA,,"CSE Operating II, LLC","CSE Operating II, LLC",Linde Dairy,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Brookings County; White, SD",SOUTH DAKOTA,US,,,,7171,04/18/2011,12/01/2011,View,View,
CAR590,NA,,Sempervirens Fund,Sempervirens Fund,Lompico Forest Carbon Project,,,"Environmental Services, Inc.",Improved Forest Management,Registered,Not ARB Eligible,No,Santa Cruz County,CALIFORNIA,US,,,,17172,01/28/2010,08/27/2010,View,View,www.sempervirens.org
CAR1361,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Los Romeros,Los Romeros - ASRTulancingo,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Registered,Not ARB Eligible,No,Santiago Tulantepec; Los Romeros,HIDALGO,MX,,,,3472,06/24/2019,03/09/2021,View,View,
CAR1554,CAFR6554,,"Restoration Forestry, Inc.","Restoration Forestry, Inc.",Lost Coast Forestlands Improved Forest Management Project,"Lost Coast Forestlands, LLC.",None,,Improved Forest Management - ARB Compliance,Registered,Proposed Project,No,Humboldt and Mendocino Counties,CALIFORNIA,US,,,,481373,04/01/2022,06/15/2023,View,View,
CAR455,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",LP Gill Landfill Gas Recovery Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Jackson,NEBRASKA,US,,,,394615,05/06/2009,11/11/2009,View,View,
CAR1332,CAFR6332,,"Spatial Informatics Group, LLC","Spatial Informatics Group, LLC",Lubrecht Experimental Forest Carbon Project,Montana Forest & Conservation Experiment Station (MFCES),Spatial Informatics Group LLC,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Missoula County,MONTANA,US,,,,786054,04/04/2019,09/18/2020,View,View,
CAR694,NA,,City of Arcata,City of Arcata,Lucchesi Tract,,,,Improved Forest Management,Registered,Not ARB Eligible,No,Humboldt County,CALIFORNIA,US,,,,23001,01/13/2012,09/13/2012,View,View,cityofarcata.org
CAR1843,NA,,Vision RNG LLC,Vision RNG LLC,Lunenburg VA Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Listed,Not ARB Eligible,No,Lunenburg County,VIRGINIA,US,,,,,10/09/2023,,View,View,
CAR998,NA,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Maas Energy Works Van Warmerdam Dairy Digester,The Climate Trust,None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Galt, CA",CALIFORNIA,US,,,,45682,09/16/2013,12/04/2015,View,View,
CAR566,NA,,"Mahoning Landfill, Inc.","Mahoning Landfill, Inc.",Mahoning Landfill,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,New Springfield,OHIO,US,,,,549968,04/14/2011,12/14/2011,View,View,
CAR1180,CAFR5280,,"Mailliard Ranch, a California Limited Partnership","Mailliard Ranch, a California Limited Partnership",Mailliard Ranch,Mailliard Ranch,James D. Clark,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Mendocino County,CALIFORNIA,US,,,,1194958,10/28/2015,04/27/2017,View,View,
CAR1790,NA,,"Republic Services Alliance Group II, Inc.","Republic Services Alliance Group II, Inc.",Maloy Landfill,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Listed,Not ARB Eligible,No,"Campbell, TX",TEXAS,US,,,,,07/05/2023,,View,View,
CAR1894,NA,CARC1821,CANOPIA CARBON S.A.P.I. DE C.V.,Ejido La Esperanza,Manejo Forestal Mejorado La Esperanza,,,"TUV SUD America, Inc.",Forestry - MX,Listed,Not ARB Eligible,No,"Jose Maria Morelos, Quintana Roo",QUINTANA ROO,MX,,,,,04/11/2024,,View,View,
CAR1428,NA,,FUNDACION SAN CRISANTO,EJIDO SAN CRISANTO,Manglares San Crisanto,,,GREEN CERTIFICACIONES E INSPECCIONES S.C.,Forestry - MX,Registered,Not ARB Eligible,No,Beach,YUCATÁN,MX,,,,13400,07/31/2020,05/03/2022,View,View,https://www.facebook.com/loriapalm/
CAR1429,NA,,EJIDO URSULO GALVAN,EJIDO URSULO GALVAN,Manglares Ursulo Galvan,,,"TUV SUD America, Inc.",Forestry - MX,Registered,Not ARB Eligible,No,Basin,TABASCO,MX,,,,5192,07/31/2020,11/29/2022,View,View,https://www.facebook.com/search/top?q=ejido%20%C3%BArsulo%20galv%C3%A1n
CAR521,NA,,"Advanced Disposal Services Maple Hill Landfill, Inc","Advanced Disposal Services Maple Hill Landfill, Inc",Maple Hill Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Macon,MISSOURI,US,,,,557726,05/28/2019,02/16/2011,View,View,
CAR1156,CALS5156,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Maple Leaf Dairy East,"Maple Leaf Dairy, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,No,Manitowoc County,WISCONSIN,US,,,,22936,02/24/2015,07/18/2016,View,View,
CAR762,NA,,"Maple Leaf Dairy, Inc","Maple Leaf Dairy, Inc",Maple Leaf Dairy East,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Cleveland,WISCONSIN,US,,,,2762,06/24/2010,12/18/2015,View,View,
CAR1007,NA,,"Maple Leaf Dairy, Inc","Maple Leaf Dairy, Inc",Maple Leaf Dairy West,"Maple Leaf Dairy, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Cleveland, Manitowoc County",WISCONSIN,US,,,,20464,07/30/2013,12/17/2015,View,View,
CAR1155,CALS5155,,"DTE Biomass Energy, Inc.","DTE Biomass Energy, Inc.",Maple Leaf Dairy West,"Maple Leaf Dairy, Inc.",Calumet Renewable Energy LLC,,Livestock - ARB Compliance,Registered,Active ARB Project,No,Manitowoc County,WISCONSIN,US,,,,65794,02/24/2015,07/18/2016,View,View,
CAR1111,CAFR5111,,Sierra Pacific Industries,Sierra Pacific Industries,Marble Creek,sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,North east of Oroville Lake,CALIFORNIA,US,,,,,07/24/2015,,View,View,
CAR1409,CAFR6409,,Sierra Pacific Industries,Sierra Pacific Industries,Martell,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,No,Calaveras County,CALIFORNIA,US,,,"Project combined with CAR1386, CAR1404, CAR1405, and CAR1406",1284348,08/17/2020,06/07/2022,View,View,
CAR591,NA,,City of Martinsville,City of Martinsville,Martinsville Methane Collection Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"225 Arden Circle, Martinsville, VA 24112",VIRGINIA,US,,,,68767,02/11/2010,03/30/2011,View,View,
CAR1898,NA,,Impact Ag Partners LLC,Impact Ag Partners LLC,Matador Ranch and Cattle - Montana,,,,Soil Enrichment,Listed,Not ARB Eligible,No,MT,MONTANA,US,,,,,01/08/2024,,View,View,
CAR1261,NA,,"Ducks Unlimited, Inc.","Ducks Unlimited, Inc.",May Ranch Avoided Grassland Conversion,,,"TUV SUD America, Inc.",Avoided Grassland Conversion,Registered,Not ARB Eligible,No,"Prowers County, CO; NE of Lamar, CO",COLORADO,US,,,,57750,05/11/2017,06/22/2018,View,View,NA
CAR429,NA,,"Bascom Pacific, LLC","Bascom Pacific, LLC",McCloud River,,,"TUV SUD America, Inc.",Conservation-Based Forest Management,Registered,Not ARB Eligible,No,Shasta and Siskiyou Counties,CALIFORNIA,US,,,,451927,01/17/2009,11/01/2013,View,View,
CAR1966,NA,,The Climate Trust,McIntyre Ranching Co. Ltd.,McIntyre Ranch,,,,Canada Grassland,Listed,Not ARB Eligible,No,Cardston County,ALBERTA,CA,,,,,06/05/2024,,View,View,
CAR409,NA,,"Montauk Energy Capital, LLC","Montauk Energy Capital, LLC",McKinney Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Dallas, Texas",TEXAS,US,,,,655611,11/06/2008,06/03/2009,View,View,www.montaukenergy.com
CAR437,NA,,Environmental Trust Company,Environmental Trust Company,Meadow Branch Landfill,,,SCS Global Services,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Athens,TENNESSEE,US,,,,88287,11/11/2009,01/27/2010,View,View,
CAR1425,NA,CARC1846,Southern Plains Land Trust,Southern Plains Land Trust,Medford Spring Grassland Conservation,,,,Avoided Grassland Conversion,Registered,Not ARB Eligible,No,"Bent County, Colorado",COLORADO,US,,,,14258,07/09/2020,12/02/2020,View,View,southernplains.org
CAR1221,NA,,"INTELIMETER, S.A. DE C.V.","INTELIMETER, S.A. DE C.V.",MEGABIODIGESTOR LA POPULAR,"INTELIMETER, S.A. DE C.V.",None,,Livestock - MX,Completed,Not ARB Eligible,No,"Col. Agricola La Popular, Gomez Palacio",COAHUILA,MX,,,,,,,View,View,
CAR815,NA,,"Kent and Sorensen Overseas, SA de CV","Kent and Sorensen Overseas, SA de CV",Methane Recovery in G-06 Swine Farm,"Kent and Sorensen Overseas, SA de CV",None,,Livestock - MX,Completed,Not ARB Eligible,No,"Conkal, Yucatan",YUCATÁN,MX,,,Project moved to a status of completed for failing to maintain the Reserve's reporting requirements,575,03/17/2011,02/09/2012,View,View,www.kentsorensen.com
CAR1651,NA,CARC1397,The Climate Trust,"Middle Fork Land and Livestock, Inc",Middle Fork I Avoided Grassland Conversion,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,No,Rosebud County,MONTANA,US,,,,,11/04/2022,,View,View,
CAR1653,NA,CARC1397,The Climate Trust,"Middle Fork Land and Livestock, Inc",Middle Fork II Avoided Grassland Conversion,,,,Avoided Grassland Conversion,Listed,Not ARB Eligible,No,Rosebud County,MONTANA,US,,,,,11/04/2022,,View,View,
CAR836,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Miedema Dairy,Environmental Credit Corp.,N/A,"SES, Inc.",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Pickaway County; Circleville,OHIO,US,,,,3668,07/21/2011,03/01/2012,View,View,
CAR1407,CAFR6407,,Sierra Pacific Industries,Sierra Pacific Industries,Mineral,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Proposed Project,No,Shasta and Tehama Counties,CALIFORNIA,US,,,Combined into CAR1408 moving forward,,08/17/2020,,View,View,
CAR1616,NA,,"U.S. Venture, Inc.",Trailhead Ventures LLC,Mississippi River Islands Forest Conservation Project,"U.S. Venture, Inc.",None,,Avoided Conversion,Completed,Not ARB Eligible,No,"Fulton County, KY; Hickman County, KY; Alexander County, IL",KENTUCKY,US,,,,,08/15/2022,,View,View,
CAR406,NA,,City of Superior,City of Superior,Moccasin Mike Landfill Gas Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Superior,WISCONSIN,US,,,,553493,11/20/2008,11/16/2010,View,View,
CAR1330,CAFR6330,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Monte Rio Improved Forest Management Project,Bohemian Club,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,"Monte Rio, Sonoma County",CALIFORNIA,US,,,,261113,09/04/2019,05/11/2020,View,View,www.forestcarbonpartners.com
CAR1102,CAFR5148,,Montesol LLC,Montesol LLC,Montesol - Forest Carbon Partners Improved Forest Management Project,Montesol LLC,James Clark,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Napa County,CALIFORNIA,US,,,,232770,12/31/2014,11/14/2017,View,View,www.forestcarbonpartners.com
CAR592,NA,,"Advanced Disposal Services Morehead Landfill, Inc.","Advanced Disposal Services Morehead Landfill, Inc.",Morehead Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,Morehead,KENTUCKY,US,,,,464612,02/25/2010,07/15/2011,View,View,
CAR1384,CAFR6384,,Sierra Pacific Industries,Sierra Pacific Industries,Mosquito 2019,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,No,Redding,CALIFORNIA,US,,,,612144,10/29/2019,08/30/2022,View,View,
CAR1655,CAFR6655,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",MRC Albion IFM,"Mendocino Redwood Company, LLC",None,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,Mendocino County,CALIFORNIA,US,,,,,04/25/2023,,View,View,
CAR1969,CAFR6969,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",MRC Rivendell IFM,"Mendocino Redwood Company, LLC",None,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,Mendocino County,CALIFORNIA,US,,,,,04/12/2024,,View,View,
CAR483,NA,,Androscoggin Valley Regional Refuse Disposal Dist,Androscoggin Valley Regional Refuse Disposal Dist,Mt. Carberry Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Berlin,NEW HAMPSHIRE,US,,,,175413,08/27/2009,07/16/2010,View,View,
CAR557,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",Mt. Herman Landfill Gas Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Hudson, Caldwell County,",NORTH CAROLINA,US,,,,39704,06/03/2010,09/14/2010,View,View,
CAR1389,NA,,"Pivot Bio, Inc","Pivot Bio, Inc",N Fixing Microbes - Pivot Bio,,,,Nitrogen Management,Registered,Not ARB Eligible,No,IL,ILLINOIS,US,,,,3,11/01/2019,05/12/2021,View,View,
CAR1603,NA,CARC1598,Toroto SAPI de CV,NCPE Benito Juarez,N.C.P.E. Benito Juárez,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,,,,08/06/2022,,View,View,www.toroto.mx/en/projects
CAR1601,NA,CARC1598,Toroto SAPI de CV,NCPE Dos Lagunas,N.C.P.E. Dos Lagunas,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,,,,08/06/2022,,View,View,www.toroto.mx/en/projects
CAR1602,NA,CARC1598,Toroto SAPI de CV,NCPE Valentin Gomez Farias,N.C.P.E. Valentín Gómez Farías,,,"Asociacion de Normalizacion y Certificacion, S.A. de C.V.",Forestry - MX,Listed,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,,,,08/06/2022,,View,View,www.toroto.mx/en/projects
CAR1567,NA,,Toroto SAPI de CV,NCPE Centauro del Norte,NCPE Centauro del Norte,,,,Forestry - MX,Registered,Not ARB Eligible,No,Calakmul,CAMPECHE,MX,,,,99000,06/01/2022,05/15/2023,View,View,www.toroto.mx/en/projects
CAR1022,CALS5032,,"3Degrees Group, Inc","3Degrees Group, Inc",New Energy One Livestock Project,"3Degrees Group, Inc",N/A,"TUV SUD America, Inc.",Livestock - ARB Compliance,Completed,Active ARB Project,No,"Outside of Twin Falls, Idaho",IDAHO,US,,,,226281,12/09/2013,05/03/2014,View,View,
CAR560,NA,,New River Resource Authority,New River Resource Authority,New River Landfill Gas Methane Destruction Project,,,SCS Global Services,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,No,"Dublin, Virginia",VIRGINIA,US,,,,727559,11/30/2009,05/20/2011,View,View,
CAR454,NA,,New River Solid Waste Association,New River Solid Waste Association,New River Regional Landfill,,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,"Raiford, Union County",FLORIDA,US,,,Exceeded regulatory threshold requiring LFG Destruction 3/2010. No longer eligible for crediting.,225829,05/11/2009,03/05/2010,View,View,
CAR548,NA,,"Wicomico County, Maryland","Wicomico County, Maryland",Newland Park Landfill,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Wicomico County,MARYLAND,US,,,Request that account be closed and project moved to completed (email 12/7/2012),85242,11/24/2009,04/22/2011,View,View,http://www.wicomicocounty.org/pubwrk/solid.htm
CAR1117,CAFR5117,,Sierra Pacific Industries,Sierra Pacific Industries,Ninemile,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Listed,Proposed Project,No,in Tehama and Butte counties north east of Chico,CALIFORNIA,US,,,,,01/21/2015,,View,View,
CAR1378,CAFR6378,,Sierra Pacific Industries,Sierra Pacific Industries,Ninemile 2019,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,,No,Butte and Tehama Counties,CALIFORNIA,US,,,"combined CAR1378, CAR1379, CAR1380 into CAR1381",,05/12/2021,,View,View,
CAR1624,NA,,Ascend Performance Materials Operations LLC,Ascend Performance Materials Operations LLC,Nitric Acid,,,"TUV SUD America, Inc.",Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,No,Cantonment,FLORIDA,US,,,,370811,09/01/2022,06/09/2023,View,View,
CAR464,NA,,Environmental Credit Corp.,Environmental Credit Corp.,"Noblehurst Farms, Inc.",,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,No,Linwood; Livingston County,NEW YORK,US,,,,6781,06/25/2009,04/07/2010,View,View,N/A
CAR688,NA,,Michael A. Noles,Michael A. Noles,Noles North Avoided Conversion Forest Project,,HBG Solutions,"TUV SUD America, Inc.",Avoided Conversion,Registered,Not ARB Eligible,No,Washington and Hyde Counties,NORTH CAROLINA,US,,,,113385,01/13/2011,06/20/2012,View,View,
CAR802,NA,,Michael A. Noles,Michael A. Noles,Noles South Avoided Conversion Forest Project,,HGB Solutions,"TUV SUD America, Inc.",Avoided Conversion,Registered,Not ARB Eligible,No,Washington County,NORTH CAROLINA,US,,,,107339,01/19/2011,06/20/2012,View,View,
CAR1192,CAFR5292,,"Mendocino Redwood Company, LLC","Mendocino Redwood Company, LLC",North Navarro West,Mendocino Redwood Company,NONE,,Improved Forest Management - ARB Compliance,Completed,Inactive,No,Mendocino County,CALIFORNIA,US,,,,,10/23/2015,,View,View,
CAR1385,CAFR6385,,Sierra Pacific Industries,Sierra Pacific Industries,North Stirling 2019,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Registered,Active Registry Project,No,Redding,CALIFORNIA,US,,,,,10/29/2019,08/30/2022,View,View,
CAR435,NA,,"Waste Services of N. E. Mississippi, Inc.","Waste Services of N. E. Mississippi, Inc.",Northeast Mississippi Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Walnut,MISSISSIPPI,US,,,,1018502,05/05/2009,10/21/2009,View,View,
CAR834,NA,,"Northwestern Landfill, Inc.","Northwestern Landfill, Inc.",Northwestern Landfill,,,"TUV SUD America, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,No,Parkersburg,WEST VIRGINIA,US,,,,82562,06/21/2011,10/25/2013,View,View,
CAR1559,NA,,"Nutrien Ag Solutions, Inc.","Nutrien Ag Solutions, Inc.",Nutrien NMPP Project,,,"Aster Global Environmental Solutions, Inc.",Nitrogen Management,Registered,Not ARB Eligible,No,"Al, CO, IL, IN, KS, KY, MT, NC, ND, NE, NY, TN",COLORADO,US,,,,588,01/12/2022,08/04/2023,View,View,
